Vehicle_ID,Region_Type,Vehicle_Type,Speed_kmph,Acceleration_mps2,RSU_Energy_Source,RSU_Power_kW,Traffic_Density_Vehicles_per_km,Distance_to_RSU_m,Signal_Strength_dBm,Packet_Size_KB,Transmission_Latency_ms,Energy_Consumption_J,Carbon_Emission_gCO2,Optimal_Route_Score,Carbon_Emission_Level
V0877,Urban,EV,74.35,-0.61,Non-Renewable,4.08,187,150.93,-55.81,533,37.16,263.11,263.11,85.36,Medium
V0878,Suburban,Bus,28.17,-1.41,Non-Renewable,2.01,51,214.99,-64.91,782,6.95,235.06,235.06,97.32,Medium
V0879,Urban,Truck,65.83,-1.77,Non-Renewable,5.01,111,705.66,-51.1,585,39.54,468.47,468.47,76.26,High
V0880,Suburban,Car,68.47,-0.1,Hybrid,6.57,133,663.32,-47.93,805,55.49,204.59,102.3,88.18,Low
V0881,Highway,EV,36.58,-1.39,Non-Renewable,5.83,149,897.46,-61.01,472,87.83,483.57,483.57,46.4,High
V0882,Highway,Car,114.57,-1.28,Renewable,8.9,112,746.23,-59.05,885,70.3,459.62,91.92,75.73,Low
V0883,Urban,Bus,105.0,0.94,Renewable,2.84,155,532.94,-75.86,689,15.6,333.73,66.75,95.93,Low
V0884,Urban,Car,86.9,2.81,Renewable,6.43,83,992.24,-45.26,654,19.04,310.92,62.18,109.74,Low
V0885,Suburban,Car,66.23,0.62,Non-Renewable,6.1,117,302.8,-88.79,861,45.67,216.54,216.54,66.94,Medium
V0886,Suburban,EV,61.18,-2.54,Renewable,4.25,131,841.53,-72.57,182,23.59,58.25,11.65,96.34,Low
V0887,Urban,Truck,85.1,-2.55,Non-Renewable,8.58,26,455.45,-53.91,104,7.65,107.43,107.43,108.85,Low
V0888,Suburban,Car,74.54,2.71,Renewable,8.02,80,666.3,-86.0,559,81.48,389.4,77.88,57.37,Low
V0889,Urban,Truck,26.23,-1.22,Hybrid,7.86,71,740.91,-80.84,719,6.85,262.19,131.1,94.6,Low
V0890,Suburban,Bus,71.25,-2.45,Hybrid,9.01,50,652.07,-60.54,590,83.92,117.43,58.72,69.83,Low
V0891,Urban,Car,100.64,0.59,Hybrid,7.78,128,183.48,-62.0,459,18.69,168.78,84.39,100.44,Low
V0892,Urban,EV,65.92,0.74,Hybrid,3.85,171,470.8,-53.05,260,97.59,476.53,238.26,57.77,Medium
V0893,Urban,Bus,25.2,0.89,Non-Renewable,7.64,54,583.37,-49.37,715,62.37,215.21,215.21,78.37,Medium
V0894,Suburban,Bus,98.63,-1.4,Renewable,4.46,67,856.59,-83.57,342,74.82,458.46,91.69,61.22,Low
V0895,Suburban,EV,40.14,-2.91,Hybrid,3.94,188,471.46,-89.08,783,15.5,187.09,93.54,88.03,Low
V0896,Suburban,Car,45.86,2.79,Non-Renewable,2.58,135,922.81,-55.52,164,86.9,294.45,294.45,59.07,Medium
V0897,Urban,Car,36.47,-1.49,Hybrid,7.95,171,468.36,-74.93,998,84.72,59.21,29.6,63.7,Low
V0898,Suburban,Bus,53.02,1.06,Hybrid,7.69,53,571.34,-58.7,719,67.03,284.84,142.42,75.01,Low
V0899,Suburban,Car,95.68,1.24,Non-Renewable,3.88,24,806.47,-82.47,308,52.72,336.62,336.62,60.57,High
V0900,Urban,Truck,71.94,0.66,Non-Renewable,8.0,87,603.91,-66.55,812,73.54,155.44,155.44,67.18,Medium
V0901,Highway,EV,40.49,-1.12,Renewable,9.34,79,962.21,-64.78,171,5.56,310.52,62.1,106.72,Low
V0902,Urban,Truck,107.78,-1.37,Renewable,2.86,187,677.32,-60.75,348,61.28,341.23,68.25,80.57,Low
V0903,Suburban,Car,107.96,0.59,Hybrid,3.86,110,546.57,-64.34,824,85.5,359.1,179.55,61.1,Medium
V0904,Urban,Bus,107.06,2.2,Hybrid,8.0,169,72.41,-65.22,430,38.91,399.38,199.69,82.95,Medium
V0905,Highway,EV,43.88,2.68,Renewable,4.2,12,443.05,-73.36,610,15.29,190.1,38.02,98.77,Low
V0906,Urban,Car,65.12,-2.36,Renewable,7.0,95,334.29,-86.44,938,44.98,305.5,61.1,76.24,Low
V0907,Suburban,Car,118.5,-2.07,Non-Renewable,2.65,83,760.7,-85.52,890,74.07,491.71,491.71,40.62,High
V0908,Highway,Bus,97.2,2.67,Renewable,5.62,60,247.86,-68.31,550,15.19,454.16,90.83,98.71,Low
V0909,Suburban,Bus,22.72,1.42,Renewable,7.91,76,244.96,-72.21,346,24.57,478.7,95.74,91.82,Low
V0910,Highway,Truck,26.52,2.3,Hybrid,7.49,85,230.04,-64.19,411,19.02,223.76,111.88,97.8,Low
V0911,Highway,EV,66.39,-1.78,Renewable,8.52,102,169.33,-74.76,638,80.71,404.12,80.82,63.22,Low
V0912,Urban,EV,110.92,0.53,Hybrid,9.02,185,345.46,-55.6,512,10.97,328.95,164.48,103.49,Medium
V0913,Urban,Bus,73.87,1.21,Renewable,8.19,154,891.63,-46.8,487,70.23,87.23,17.45,85.61,Low
V0914,Suburban,Truck,69.78,1.08,Non-Renewable,7.37,16,786.18,-75.06,176,39.81,420.79,420.79,66.53,High
V0915,Urban,EV,30.55,-0.55,Renewable,2.25,22,748.49,-80.35,246,76.8,354.7,70.94,62.88,Low
V0916,Urban,Bus,85.68,-2.91,Renewable,6.28,129,807.47,-84.19,270,96.62,139.51,27.9,53.2,Low
V0917,Highway,Car,102.21,0.5,Renewable,2.3,75,305.95,-59.19,140,15.88,85.88,17.18,106.61,Low
V0918,Urban,EV,58.04,-1.48,Hybrid,8.46,13,893.07,-67.81,460,34.87,426.66,213.33,82.99,Medium
V0919,Highway,Truck,97.56,-0.3,Non-Renewable,4.57,147,180.44,-80.6,57,81.96,85.51,85.51,59.44,Low
V0920,Highway,Truck,116.45,2.75,Renewable,6.5,97,369.53,-57.34,593,30.29,91.11,18.22,100.27,Low
V0921,Highway,Truck,40.38,-0.61,Hybrid,4.24,26,607.41,-82.58,517,25.44,242.33,121.16,84.93,Low
V0922,Suburban,Car,72.33,2.04,Non-Renewable,8.26,61,147.76,-62.28,369,83.41,110.66,110.66,66.62,Low
V0923,Suburban,EV,48.71,-1.87,Hybrid,9.09,143,743.62,-63.64,443,98.77,461.15,230.58,52.27,Medium
V0924,Suburban,EV,99.29,1.03,Hybrid,5.19,78,417.88,-53.29,318,57.9,261.63,130.82,82.86,Low
V0925,Highway,Car,77.76,2.86,Non-Renewable,8.9,146,795.19,-87.24,240,31.41,306.12,306.12,70.37,High
V0926,Suburban,EV,83.46,-2.39,Renewable,4.14,30,518.25,-45.61,910,42.86,467.65,93.53,96.09,Low
V0927,Suburban,Car,99.79,-2.95,Hybrid,6.28,33,221.83,-54.85,724,21.16,288.62,144.31,99.78,Low
V0928,Urban,Car,59.6,-0.4,Hybrid,8.87,13,748.02,-79.19,110,77.38,209.12,104.56,61.49,Low
V0929,Suburban,Car,111.51,-2.44,Renewable,4.61,161,289.54,-80.83,487,78.48,408.72,81.74,61.26,Low
V0930,Suburban,Truck,73.3,1.49,Renewable,9.63,196,516.27,-68.42,313,88.14,249.28,49.86,64.23,Low
V0931,Highway,EV,35.8,2.49,Non-Renewable,2.98,12,121.76,-49.12,846,7.53,193.31,193.31,107.01,Medium
V0932,Highway,Car,89.59,-0.4,Non-Renewable,2.15,77,636.97,-47.85,144,58.39,375.45,375.45,73.11,High
V0933,Highway,EV,99.33,-1.45,Non-Renewable,9.23,110,682.56,-63.98,602,25.35,410.72,410.72,79.8,High
V0934,Highway,Truck,51.68,-0.39,Renewable,2.55,177,409.74,-46.96,975,37.38,406.27,81.25,98.77,Low
V0935,Highway,Car,105.72,1.34,Hybrid,9.94,185,956.7,-89.73,519,79.57,489.95,244.98,48.1,Medium
V0936,Highway,Bus,110.61,-2.95,Hybrid,9.61,63,880.46,-88.24,710,23.24,404.0,202.0,79.16,Medium
V0937,Suburban,Truck,47.69,0.54,Non-Renewable,3.1,44,722.54,-44.41,765,65.64,396.47,396.47,70.15,High
V0938,Highway,Bus,118.35,0.68,Renewable,6.3,65,727.97,-51.23,828,67.18,435.87,87.17,81.44,Low
V0939,Highway,EV,34.07,0.83,Hybrid,3.48,117,289.78,-67.46,563,95.64,50.08,25.04,62.2,Low
V0940,Urban,EV,40.2,-1.55,Non-Renewable,5.43,49,673.97,-52.32,739,78.64,213.09,213.09,68.87,Medium
V0941,Suburban,Truck,38.42,1.28,Hybrid,2.49,77,238.3,-42.22,986,81.35,381.92,190.96,73.67,Medium
V0942,Suburban,EV,109.4,-2.45,Hybrid,3.79,55,186.8,-51.4,243,55.5,319.87,159.94,83.55,Medium
V0943,Suburban,Bus,85.43,-1.8,Renewable,4.91,87,999.49,-47.88,531,22.74,129.91,25.98,108.39,Low
V0944,Highway,Car,35.21,2.26,Renewable,5.51,150,641.26,-51.97,948,45.43,186.68,37.34,94.43,Low
V0945,Highway,Car,64.03,1.43,Hybrid,9.82,164,459.44,-81.59,385,57.2,201.56,100.78,70.57,Low
V0946,Highway,Car,81.53,-2.92,Non-Renewable,8.46,15,323.76,-48.32,484,69.45,305.52,305.52,70.84,High
V0947,Urban,Truck,28.35,-1.51,Renewable,7.9,26,623.72,-80.24,245,62.73,424.22,84.84,69.27,Low
V0948,Highway,EV,108.24,-1.71,Hybrid,6.3,173,97.11,-45.37,904,42.43,469.62,234.81,89.36,Medium
V0949,Urban,Bus,100.36,-1.38,Renewable,8.72,108,139.95,-67.07,298,30.2,387.54,77.51,92.49,Low
V0950,Suburban,EV,70.52,-1.51,Renewable,4.71,90,81.21,-56.15,547,20.98,429.33,85.87,102.14,Low
V0951,Highway,EV,116.71,-2.62,Renewable,7.67,11,524.21,-65.14,261,70.92,261.54,52.31,74.35,Low
V0952,Urban,EV,61.78,-0.25,Hybrid,9.95,86,620.58,-85.3,714,66.31,225.4,112.7,63.56,Low
V0953,Urban,Car,118.41,1.4,Non-Renewable,4.52,189,109.36,-75.46,719,70.3,226.72,226.72,60.78,Medium
V0954,Highway,Bus,86.79,0.64,Non-Renewable,7.39,75,735.16,-40.81,515,40.39,327.22,327.22,88.04,High
V0955,Suburban,Bus,83.47,1.04,Non-Renewable,8.75,61,268.88,-41.96,923,29.93,105.91,105.91,103.76,Low
V0956,Suburban,EV,36.6,-2.51,Renewable,9.33,101,700.94,-73.98,700,77.17,310.77,62.15,66.32,Low
V0957,Suburban,Car,108.19,2.71,Hybrid,7.74,180,982.8,-40.19,270,78.5,349.31,174.66,76.92,Medium
V0958,Urban,Car,62.75,2.03,Renewable,4.27,31,706.55,-47.72,322,48.28,247.51,49.5,94.52,Low
V0959,Urban,Bus,36.22,1.83,Non-Renewable,4.61,120,889.03,-59.45,203,63.13,478.93,478.93,59.76,High
V0960,Urban,Car,21.26,1.94,Non-Renewable,2.17,116,950.79,-87.99,298,40.48,323.7,323.7,64.58,High
V0961,Urban,Car,75.98,2.6,Hybrid,8.09,192,512.41,-44.93,328,71.68,149.0,74.5,82.97,Low
V0962,Suburban,Car,72.74,0.27,Renewable,2.34,76,717.21,-62.13,489,84.39,265.65,53.13,69.08,Low
V0963,Highway,Truck,91.94,-1.8,Non-Renewable,8.92,197,859.37,-46.58,997,70.38,353.93,353.93,68.82,High
V0964,Urban,EV,109.03,0.7,Hybrid,2.95,195,388.78,-48.28,865,53.7,195.63,97.82,89.12,Low
V0965,Urban,Bus,27.94,1.46,Renewable,3.38,149,298.33,-48.35,325,48.57,85.84,17.17,95.68,Low
V0966,Suburban,Bus,93.15,1.43,Renewable,5.81,78,949.27,-55.09,563,66.02,312.55,62.51,81.32,Low
V0967,Highway,Truck,38.74,0.13,Non-Renewable,7.9,93,739.99,-75.43,137,69.58,476.54,476.54,48.67,High
V0968,Highway,EV,105.82,-2.59,Non-Renewable,3.11,112,258.7,-73.19,848,58.08,268.28,268.28,65.95,Medium
V0969,Suburban,Bus,101.91,-0.77,Renewable,5.52,48,476.63,-74.58,972,64.37,457.75,91.55,70.95,Low
V0970,Suburban,Car,74.08,2.52,Renewable,5.86,22,806.63,-89.0,691,14.18,425.76,85.15,89.15,Low
V0971,Highway,Bus,91.02,0.51,Non-Renewable,3.7,50,569.71,-60.87,554,95.42,116.34,116.34,61.04,Low
V0972,Urban,Car,51.44,0.23,Renewable,2.92,66,667.45,-55.06,639,80.12,368.68,73.74,73.72,Low
V0973,Highway,Truck,67.12,-1.39,Non-Renewable,8.69,190,766.08,-47.31,821,40.52,245.96,245.96,88.79,Medium
V0974,Suburban,Car,102.16,-0.79,Renewable,6.02,21,640.91,-82.99,290,58.47,162.61,32.52,72.64,Low
V0975,Urban,Bus,65.93,2.37,Non-Renewable,2.12,22,563.08,-62.79,702,9.5,359.12,359.12,90.9,High
V0976,Urban,Bus,55.78,1.0,Hybrid,8.42,129,762.13,-89.6,789,8.92,384.2,192.1,86.14,Medium
V0977,Suburban,Bus,69.42,1.72,Non-Renewable,9.85,106,741.18,-85.25,724,28.83,130.95,130.95,81.41,Low
V0978,Suburban,Truck,102.82,-0.27,Non-Renewable,6.85,66,648.38,-87.29,285,70.52,461.5,461.5,43.02,High
V0979,Suburban,Truck,53.52,0.78,Hybrid,6.03,49,391.8,-53.73,177,85.95,388.02,194.01,65.46,Medium
V0980,Highway,EV,37.38,-1.51,Renewable,9.03,127,435.52,-85.95,552,58.12,470.02,94.0,68.26,Low
V0981,Highway,Bus,91.2,1.23,Hybrid,9.62,89,971.92,-54.18,249,55.55,192.68,96.34,85.32,Low
V0982,Urban,Car,102.6,-0.43,Non-Renewable,8.04,137,156.77,-77.52,1011,43.22,472.7,472.7,61.0,High
V0983,Suburban,Truck,30.06,-0.34,Renewable,5.56,182,305.08,-46.11,951,20.35,215.83,43.17,109.61,Low
V0984,Urban,Bus,43.99,0.9,Hybrid,6.74,44,517.78,-49.34,592,16.24,74.29,37.15,110.35,Low
V0985,Urban,Bus,34.2,2.62,Renewable,7.61,12,844.89,-42.11,551,77.26,393.34,78.67,81.38,Low
V0986,Urban,Truck,54.79,-2.62,Renewable,3.55,129,205.49,-45.81,699,93.11,366.58,73.32,71.87,Low
V0987,Urban,EV,65.04,1.95,Hybrid,5.58,14,313.11,-43.33,541,48.54,319.06,159.53,91.09,Medium
V0988,Suburban,Truck,94.88,-1.25,Renewable,8.64,20,112.51,-47.06,70,67.65,270.45,54.09,84.94,Low
V0989,Urban,Truck,85.11,-0.34,Hybrid,7.24,135,720.69,-55.33,283,91.87,64.47,32.24,69.79,Low
V0990,Suburban,Car,82.09,-2.87,Non-Renewable,5.29,80,276.3,-81.49,763,13.56,331.07,331.07,80.92,High
V0991,Suburban,Car,55.24,-1.19,Renewable,7.31,126,419.24,-76.41,840,78.2,237.58,47.52,65.32,Low
V0992,Highway,EV,104.14,0.02,Non-Renewable,2.95,193,471.52,-79.36,692,63.6,302.09,302.09,58.42,High
V0993,Suburban,Bus,67.13,-2.66,Non-Renewable,5.21,147,896.75,-59.82,465,61.87,243.19,243.19,72.0,Medium
V0994,Highway,Truck,117.91,-0.05,Renewable,8.35,115,440.76,-64.82,197,32.79,484.73,96.95,91.35,Low
V0995,Suburban,EV,83.41,2.56,Hybrid,3.76,125,187.96,-46.65,1019,69.97,321.85,160.93,78.64,Medium
V0996,Suburban,Car,32.63,-2.37,Renewable,3.49,171,548.1,-42.37,78,80.51,387.16,77.43,79.69,Low
V0997,Suburban,Truck,87.62,1.59,Non-Renewable,9.61,76,964.81,-69.76,410,15.72,471.36,471.36,78.69,High
V0998,Highway,Bus,52.51,-0.54,Non-Renewable,3.68,40,627.3,-64.68,357,55.68,316.22,316.22,69.01,High
V0999,Highway,Car,88.63,0.93,Hybrid,4.09,84,984.22,-41.42,932,14.62,55.43,27.72,115.59,Low
V1000,Urban,Car,26.96,-1.44,Renewable,9.76,80,849.05,-76.19,991,87.89,65.43,13.09,62.31,Low
